#mhp  tb  deltab brt-bHp  brHp-taunu  brHp-tb  brHp-cs  brHp-hW  brHp-HW  brHp-AW  brHp-nc  brHp-n1c1  brHp-n2c1  brHp-n3c1  brHp-n4c1  brHp-n1c2  brHp-n2c2  brHp-n3c2  brHp-n4c2  scen
300.00000000  5.30000000 0.05975575  0.00000  4.920044E-02  0.912063  1.463023E-04  3.682170E-02  2.349656E-07  5.041867E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.40000000 0.06084775  0.00000  5.227199E-02  0.909287  1.537154E-04  3.649573E-02  2.530915E-07  5.176381E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.50000000 0.06194040  0.00000  5.542756E-02  0.906454  1.613275E-04  3.614195E-02  2.714663E-07  5.307268E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.60000000 0.06303366  0.00000  5.866254E-02  0.903567  1.691271E-04  3.576193E-02  2.900224E-07  5.434255E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.70000000 0.06412749  0.00000  6.197198E-02  0.900629  1.771020E-04  3.535726E-02  3.086930E-07  5.557088E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.80000000 0.06522187  0.00000  6.535064E-02  0.897645  1.852394E-04  3.492954E-02  3.274128E-07  5.675531E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  5.90000000 0.06631676  0.00000  6.879304E-02  0.894618  1.935257E-04  3.448037E-02  3.461177E-07  5.789373E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.00000000 0.06741215  0.00000  7.229349E-02  0.891552  2.019471E-04  3.401137E-02  3.647458E-07  5.898422E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.10000000 0.06850800  0.00000  7.584611E-02  0.888452  2.104892E-04  3.352418E-02  3.832378E-07  6.002509E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.20000000 0.06960430  0.00000  7.944493E-02  0.885322  2.191373E-04  3.302039E-02  4.015370E-07  6.101491E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.30000000 0.07070103  0.00000  8.308386E-02  0.882166  2.278766E-04  3.250164E-02  4.195898E-07  6.195247E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.40000000 0.07179816  0.00000  8.675679E-02  0.878990  2.366923E-04  3.196950E-02  4.373458E-07  6.283680E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.50000000 0.07289567  0.00000  9.045761E-02  0.875797  2.455695E-04  3.142555E-02  4.547581E-07  6.366716E-07  0  0  0  0  0  0  0  0  0  lightstop
300.00000000  6.60000000 0.07399355  0.00000  9.418023E-02  0.872593  2.544934E-04  3.087133E-02  4.717836E-07  6.444307E-07  0  0  0  0  0  0  0  0  0  lightstop
